dtP_fact,dtV_fact,θ_fact,iters,dtP,dtV,theta,λminVx,λmaxVx,λminPt,Δx,η
0.6,0.6,0.6,600.0,0.0075,0.00091461181640625,0.12688101186233278,12.223454683808592,2184.5333333333333,4.302893561432758,0.03125,0.2
0.6,0.6,0.6799999999999999,650.0,0.0075,0.00091461181640625,0.2882293822307893,49.109088918151066,2184.5333333333333,3.8816317023004188,0.03125,0.2
0.6,0.6,0.76,700.0,0.0075,0.00091461181640625,0.37783702749394654,67.55928551346933,2184.5333333333333,3.9588144477330167,0.03125,0.2
0.6,0.6,0.8400000000000001,650.0,0.0075,0.00091461181640625,0.11649629894077526,5.257374143192336,2184.5333333333333,2.9858872821396534,0.03125,0.2
0.6,0.6,0.9199999999999999,650.0,0.0075,0.00091461181640625,0.23066131578994067,17.182132991338367,2184.5333333333333,4.304462392066947,0.03125,0.2
0.6,0.6,1.0,550.0,0.0075,0.00091461181640625,0.291954571033772,23.29881104161606,2184.5333333333333,2.053164992152377,0.03125,0.2
0.6,0.6,1.08,700.0,0.0075,0.00091461181640625,0.13489767858528826,4.264465859596342,2184.5333333333333,3.3347125663231454,0.03125,0.2
0.6,0.6,1.1600000000000001,550.0,0.0075,0.00091461181640625,0.2053615026462858,8.566931396636393,2184.5333333333333,0.31163314052618335,0.03125,0.2
0.6,0.6,1.24,550.0,0.0075,0.00091461181640625,0.18980775121698068,6.40453669072756,2184.5333333333333,1.894122895168718,0.03125,0.2
0.6,0.6,1.32,600.0,0.0075,0.00091461181640625,0.2124310950205436,7.07931951155108,2184.5333333333333,4.221209432892672,0.03125,0.2
0.6,0.6,1.4,600.0,0.0075,0.00091461181640625,0.19995186480481042,5.575682648179511,2184.5333333333333,2.3337816248991943,0.03125,0.2
0.6,0.6,1.48,600.0,0.0075,0.00091461181640625,0.19484102277837922,4.7374056229471115,2184.5333333333333,3.749413980606431,0.03125,0.2
0.6,0.6,1.56,650.0,0.0075,0.00091461181640625,0.23377340325174462,6.138244771786083,2184.5333333333333,4.050305226284105,0.03125,0.2
0.6,0.6,1.6400000000000001,650.0,0.0075,0.00091461181640625,0.22495056910219205,5.142682315901633,2184.5333333333333,3.7823443910835675,0.03125,0.2
0.6,0.6,1.7200000000000002,700.0,0.0075,0.00091461181640625,0.3394887625598628,10.648712781840173,2184.5333333333333,0.9376380473162123,0.03125,0.2
0.6,0.6,1.8,700.0,0.0075,0.00091461181640625,0.28649676454878353,6.92464691879099,2184.5333333333333,0.24554157945402189,0.03125,0.2
0.6,0.6799999999999999,0.6,700.0,0.0075,0.00091461181640625,0.14476654405611777,15.912452254196962,2184.5333333333333,5.427434541107676,0.03125,0.2
0.6,0.6799999999999999,0.6799999999999999,650.0,0.0075,0.00091461181640625,0.2546527743630165,38.333828836079526,2184.5333333333333,5.738494993019329,0.03125,0.2
0.6,0.6799999999999999,0.76,600.0,0.0075,0.00091461181640625,0.2289315621284057,24.802037486183014,2184.5333333333333,5.718317180275723,0.03125,0.2
0.6,0.6799999999999999,0.8400000000000001,650.0,0.0075,0.00091461181640625,0.3023813835774562,35.420503330782736,2184.5333333333333,5.3686603030159015,0.03125,0.2
0.6,0.6799999999999999,0.9199999999999999,600.0,0.0075,0.00091461181640625,0.1747029509753102,9.856620320821515,2184.5333333333333,4.325366854144718,0.03125,0.2
0.6,0.6799999999999999,1.0,600.0,0.0075,0.00091461181640625,0.1435979582472176,5.636373060921221,2184.5333333333333,3.4327407653123476,0.03125,0.2
0.6,0.6799999999999999,1.08,600.0,0.0075,0.00091461181640625,0.16094748794999902,6.070494850239596,2184.5333333333333,3.6298495660601637,0.03125,0.2
