dtP_fact,dtV_fact,θ_fact,iters,dtP,dtV,theta,λminVx,λmaxVx,λminPt,Δx,η
0.6,0.6,0.6,1050.0,0.0036923076923076922,0.00022167159763313612,0.2908599531884341,265.03017073227846,9013.333333333332,3.009465749717477,0.015384615384615385,0.2
0.6,0.6,0.6799999999999999,1000.0,0.0036923076923076922,0.00022167159763313612,0.3160708126588697,243.65813630683272,9013.333333333332,5.822089010320671,0.015384615384615385,0.2
0.6,0.6,0.76,1050.0,0.0036923076923076922,0.00022167159763313612,0.3057424064871295,182.52154315034625,9013.333333333332,5.484961482253708,0.015384615384615385,0.2
0.6,0.6,0.8400000000000001,1100.0,0.0036923076923076922,0.00022167159763313612,0.2801753901169102,125.467532152244,9013.333333333332,5.558029073443,0.015384615384615385,0.2
0.6,0.6,0.9199999999999999,1150.0,0.0036923076923076922,0.00022167159763313612,0.27404978201689495,100.07214863708064,9013.333333333332,5.2043283534739855,0.015384615384615385,0.2
0.6,0.6,1.0,1200.0,0.0036923076923076922,0.00022167159763313612,0.25917137534772555,75.75373042467633,9013.333333333332,5.512647820319779,0.015384615384615385,0.2
0.6,0.6,1.08,1250.0,0.0036923076923076922,0.00022167159763313612,0.2649334536434695,67.86659310915927,9013.333333333332,5.456808526954434,0.015384615384615385,0.2
0.6,0.6,1.1600000000000001,1250.0,0.0036923076923076922,0.00022167159763313612,0.25345941494391216,53.84319654080869,9013.333333333332,4.785004648266993,0.015384615384615385,0.2
0.6,0.6,1.24,1250.0,0.0036923076923076922,0.00022167159763313612,0.22740478429469124,37.93025669833658,9013.333333333332,5.093362016213879,0.015384615384615385,0.2
0.6,0.6,1.32,1300.0,0.0036923076923076922,0.00022167159763313612,0.22147651594513643,31.74954171522367,9013.333333333332,4.6580433565532395,0.015384615384615385,0.2
0.6,0.6,1.4,1300.0,0.0036923076923076922,0.00022167159763313612,0.19650795096723034,22.219492758317358,9013.333333333332,4.555402584453168,0.015384615384615385,0.2
0.6,0.6,1.48,1300.0,0.0036923076923076922,0.00022167159763313612,0.11800296777964749,7.16955806674694,9013.333333333332,3.7236070470698603,0.015384615384615385,0.2
0.6,0.6,1.56,1300.0,0.0036923076923076922,0.00022167159763313612,0.15142697518650713,10.626426803718092,9013.333333333332,4.4085576610860455,0.015384615384615385,0.2
0.6,0.6,1.6400000000000001,1350.0,0.0036923076923076922,0.00022167159763313612,0.12842497247450468,6.91578086813777,9013.333333333332,3.8553978624651712,0.015384615384615385,0.2
0.6,0.6,1.7200000000000002,1350.0,0.0036923076923076922,0.00022167159763313612,0.15523561664598856,9.186621131120289,9013.333333333332,4.533403761046361,0.015384615384615385,0.2
0.6,0.6,1.8,1400.0,0.0036923076923076922,0.00022167159763313612,0.14353098819209895,7.170943438431589,9013.333333333332,3.742821358224872,0.015384615384615385,0.2
0.6,0.6799999999999999,0.6,1100.0,0.0036923076923076922,0.00022167159763313612,0.26626685143557727,222.1067013922676,9013.333333333332,5.859469548640789,0.015384615384615385,0.2
0.6,0.6799999999999999,0.6799999999999999,1050.0,0.0036923076923076922,0.00022167159763313612,0.2910396734565322,206.59343697562537,9013.333333333332,3.029321956685723,0.015384615384615385,0.2
0.6,0.6799999999999999,0.76,1050.0,0.0036923076923076922,0.00022167159763313612,0.3113038437492933,189.22204810409744,9013.333333333332,4.299031906237645,0.015384615384615385,0.2
0.6,0.6799999999999999,0.8400000000000001,1050.0,0.0036923076923076922,0.00022167159763313612,0.30824924408981497,151.87120042801916,9013.333333333332,5.016258735891558,0.015384615384615385,0.2
0.6,0.6799999999999999,0.9199999999999999,1050.0,0.0036923076923076922,0.00022167159763313612,0.29644865590941016,117.09902360452607,9013.333333333332,5.042882016044745,0.015384615384615385,0.2
0.6,0.6799999999999999,1.0,1150.0,0.0036923076923076922,0.00022167159763313612,0.3075225537626215,106.65565873395839,9013.333333333332,5.068456605349385,0.015384615384615385,0.2
0.6,0.6799999999999999,1.08,1200.0,0.0036923076923076922,0.00022167159763313612,0.3010219423119164,87.61505817830486,9013.333333333332,4.868847289257423,0.015384615384615385,0.2
0.6,0.6799999999999999,1.1600000000000001,1200.0,0.0036923076923076922,0.00022167159763313612,0.27447311199824703,63.14131053611269,9013.333333333332,5.111375448757271,0.015384615384615385,0.2
0.6,0.6799999999999999,1.24,1200.0,0.0036923076923076922,0.00022167159763313612,0.2552258820381525,47.778885353024926,9013.333333333332,5.071138429022847,0.015384615384615385,0.2
0.6,0.6799999999999999,1.32,1250.0,0.0036923076923076922,0.00022167159763313612,0.2566205578662653,42.62505814511807,9013.333333333332,4.929189399570059,0.015384615384615385,0.2
0.6,0.6799999999999999,1.4,1250.0,0.0036923076923076922,0.00022167159763313612,0.2239292633631488,28.85330648121338,9013.333333333332,5.04125954846888,0.015384615384615385,0.2
0.6,0.6799999999999999,1.48,1250.0,0.0036923076923076922,0.00022167159763313612,0.12133609581998837,7.580302901981361,9013.333333333332,3.2948198535603197,0.015384615384615385,0.2
0.6,0.6799999999999999,1.56,1250.0,0.0036923076923076922,0.00022167159763313612,0.12161569622419345,6.854251273539881,9013.333333333332,3.0964929547851883,0.015384615384615385,0.2
0.6,0.6799999999999999,1.6400000000000001,1250.0,0.0036923076923076922,0.00022167159763313612,0.13405116492889585,7.535003286987641,9013.333333333332,3.6293006149380584,0.015384615384615385,0.2
0.6,0.6799999999999999,1.7200000000000002,1300.0,0.0036923076923076922,0.00022167159763313612,0.13349921121947986,6.794076973046907,9013.333333333332,3.6694767204107803,0.015384615384615385,0.2
0.6,0.6799999999999999,1.8,1300.0,0.0036923076923076922,0.00022167159763313612,0.14472084439764604,7.290328916849641,9013.333333333332,4.029433286845301,0.015384615384615385,0.2
0.6,0.76,0.6,1050.0,0.0036923076923076922,0.00022167159763313612,0.2802923224904906,246.1216743032315,9013.333333333332,5.4890207234712145,0.015384615384615385,0.2
0.6,0.76,0.6799999999999999,1050.0,0.0036923076923076922,0.00022167159763313612,0.29097486491135427,206.50143900706598,9013.333333333332,4.885828980774382,0.015384615384615385,0.2
0.6,0.76,0.76,1000.0,0.0036923076923076922,0.00022167159763313612,0.3138520399747252,192.33250339876017,9013.333333333332,4.221201306109048,0.015384615384615385,0.2
0.6,0.76,0.8400000000000001,1050.0,0.0036923076923076922,0.00022167159763313612,0.31492389940845733,158.5194751511541,9013.333333333332,4.301653203774068,0.015384615384615385,0.2
0.6,0.76,0.9199999999999999,1050.0,0.0036923076923076922,0.00022167159763313612,0.3156787430681311,132.7837654245116,9013.333333333332,4.610551220985346,0.015384615384615385,0.2
0.6,0.76,1.0,1100.0,0.0036923076923076922,0.00022167159763313612,0.3420607497330289,131.9582185508094,9013.333333333332,4.075322233774964,0.015384615384615385,0.2
0.6,0.76,1.08,1100.0,0.0036923076923076922,0.00022167159763313612,0.2936546349246621,83.37890096058835,9013.333333333332,4.867895133713898,0.015384615384615385,0.2
0.6,0.76,1.1600000000000001,1100.0,0.0036923076923076922,0.00022167159763313612,0.2572060890811704,55.446797927598766,9013.333333333332,4.781923195227308,0.015384615384615385,0.2
0.6,0.76,1.24,1200.0,0.0036923076923076922,0.00022167159763313612,0.3091117064833903,70.08377592549819,9013.333333333332,4.563419525035996,0.015384615384615385,0.2
0.6,0.76,1.32,1200.0,0.0036923076923076922,0.00022167159763313612,0.2704008287295476,47.32581825021691,9013.333333333332,4.724926684079153,0.015384615384615385,0.2
0.6,0.76,1.4,1150.0,0.0036923076923076922,0.00022167159763313612,0.24126482106933175,33.49360464774031,9013.333333333332,4.739675491934925,0.015384615384615385,0.2
0.6,0.76,1.48,1200.0,0.0036923076923076922,0.00022167159763313612,0.24812982344974238,31.700379370114128,9013.333333333332,4.50968098599597,0.015384615384615385,0.2
